Customer_ID,Recency,Monetary,Age,Gender
CUST001,39,150,34,0
CUST002,309,1000,26,1
CUST003,354,30,50,0
CUST004,226,500,37,0
CUST005,241,100,30,0
CUST006,252,30,45,1
CUST007,295,50,46,0
CUST008,314,100,30,0
CUST009,20,600,63,0
CUST010,87,200,52,1
CUST011,322,100,23,0
CUST012,64,75,35,0
CUST013,150,1500,22,0
CUST014,350,120,64,0
CUST015,351,2000,42,1
CUST016,319,1500,19,0
CUST017,255,100,27,1
CUST018,247,50,47,1
CUST019,108,50,62,1
CUST020,58,900,22,0
CUST021,353,500,50,1
CUST022,79,100,18,0
CUST023,265,120,35,1
CUST024,34,300,49,1
CUST025,7,50,64,1
CUST026,87,1000,28,1
CUST027,152,50,38,1
CUST028,254,500,43,1
CUST029,137,30,42,1
CUST030,65,900,39,1
CUST031,224,1200,44,0
CUST032,363,90,30,0
CUST033,285,100,50,1
CUST034,9,150,51,1
CUST035,150,900,58,1
CUST036,192,900,52,0
CUST037,224,75,18,1
CUST038,287,200,38,0
CUST039,256,120,23,0
CUST040,194,50,45,0
CUST041,314,50,34,0
CUST042,319,900,22,0
CUST043,172,300,48,1
CUST044,317,25,22,1
CUST045,183,30,55,1
CUST046,190,1200,20,1
CUST047,57,1500,40,1
CUST048,231,900,54,0
CUST049,344,1000,54,1
CUST050,131,75,27,1
CUST051,92,75,27,0
CUST052,303,300,36,1
CUST053,173,100,34,0
CUST054,326,1500,38,1
CUST055,84,120,31,0
CUST056,216,900,26,1
CUST057,45,30,63,1
CUST058,50,1200,18,0
CUST059,181,50,62,0
CUST060,71,150,30,0
CUST061,268,200,21,0
CUST062,6,100,18,0
CUST063,331,50,57,0
CUST064,343,100,49,0
CUST065,28,2000,51,0
CUST066,250,30,45,1
CUST067,218,1200,48,1
CUST068,326,300,25,0
CUST069,247,75,56,1
CUST070,315,300,43,1
CUST071,172,100,51,1
CUST072,224,2000,20,1
CUST073,134,90,29,0
CUST074,41,2000,18,1
CUST075,180,200,61,0
CUST076,283,100,22,1
CUST077,177,100,47,1
CUST078,185,1500,47,1
CUST079,259,300,34,0
CUST080,23,60,64,1
CUST081,230,50,40,0
CUST082,7,200,32,1
CUST083,17,100,54,0
CUST084,35,90,38,1
CUST085,330,150,31,0
CUST086,55,90,19,0
CUST087,41,100,28,1
CUST088,279,500,56,0
CUST089,93,2000,55,1
CUST090,241,30,51,1
CUST091,283,500,55,1
CUST092,130,120,51,1
CUST093,172,2000,35,1
CUST094,228,1000,47,1
CUST095,39,60,32,1
CUST096,14,600,44,1
CUST097,81,1000,51,1
CUST098,254,100,55,1
CUST099,16,1200,50,1
CUST100,200,30,41,0
CUST1000,265,120,47,0
CUST101,338,600,32,0
CUST102,249,50,47,1
CUST103,350,25,59,1
CUST104,205,1000,34,1
CUST105,161,500,22,1
CUST106,229,50,46,1
CUST107,333,1200,21,1
CUST108,258,75,27,1
CUST109,76,2000,34,1
CUST110,205,900,27,0
CUST111,258,1500,34,1
CUST112,31,1500,37,0
CUST113,111,50,41,1
CUST114,164,100,22,1
CUST115,37,1500,51,0
CUST116,132,30,23,1
CUST117,293,1000,19,0
CUST118,231,2000,30,1
CUST119,295,150,60,1
CUST120,240,50,60,0
CUST121,79,200,28,1
CUST122,91,120,64,0
CUST123,232,60,40,1
CUST124,67,2000,33,0
CUST125,147,100,48,0
CUST126,68,90,28,1
CUST127,162,50,33,1
CUST128,181,500,25,0
CUST129,254,600,21,1
CUST130,296,500,57,1
CUST131,106,600,21,1
CUST132,114,200,42,0
CUST133,320,900,20,0
CUST134,342,50,49,0
CUST135,310,50,20,0
CUST136,288,600,44,0
CUST137,45,1000,46,0
CUST138,285,200,49,0
CUST139,18,2000,36,0
CUST140,150,30,38,0
CUST141,61,50,22,1
CUST142,334,1200,35,0
CUST143,169,50,45,1
CUST144,171,1500,59,1
CUST145,61,75,39,1
CUST146,127,200,38,0
CUST147,96,300,23,0
CUST148,238,60,18,0
CUST149,83,75,22,0
CUST150,361,120,58,1
CUST151,18,50,29,0
CUST152,308,2000,43,0
CUST153,17,1000,63,0
CUST154,92,900,51,0
CUST155,230,2000,31,0
CUST156,38,100,43,1
CUST157,192,2000,62,0
CUST158,309,600,44,1
CUST159,216,200,26,0
CUST160,144,100,43,1
CUST161,286,1000,64,0
CUST162,134,60,39,0
CUST163,365,150,64,1
CUST164,232,1500,47,1
CUST165,110,1200,60,1
CUST166,275,2000,34,0
CUST167,107,150,43,1
CUST168,312,300,53,0
CUST169,46,1500,18,0
CUST170,214,50,25,1
CUST171,39,900,52,1
CUST172,107,50,32,0
CUST173,55,120,64,0
CUST174,265,300,39,1
CUST175,288,100,31,1
CUST176,175,100,43,1
CUST177,284,100,45,0
CUST178,90,60,40,0
CUST179,95,300,31,0
CUST180,366,900,41,0
CUST181,60,1200,19,0
CUST182,201,120,62,0
CUST183,116,900,43,1
CUST184,357,200,31,0
CUST185,309,25,24,0
CUST186,181,200,20,0
CUST187,209,100,64,1
CUST188,244,75,40,0
CUST189,337,50,63,0
CUST190,243,90,60,1
CUST191,76,25,64,0
CUST192,326,100,62,0
CUST193,323,1500,35,0
CUST194,118,200,55,0
CUST195,331,30,52,0
CUST196,94,900,32,1
CUST197,302,200,42,1
CUST198,301,900,54,1
CUST199,29,1500,45,0
CUST200,123,150,27,0
CUST201,85,25,56,0
CUST202,282,1200,34,1
CUST203,231,1000,56,0
CUST204,96,25,39,0
CUST205,56,25,43,1
CUST206,150,25,61,0
CUST207,258,50,42,1
CUST208,90,200,34,1
CUST209,13,200,30,1
CUST210,264,200,37,0
CUST211,1,1500,42,0
CUST212,207,1500,21,0
CUST213,162,1500,27,0
CUST214,23,60,20,0
CUST215,34,1500,58,0
CUST216,175,100,62,0
CUST217,142,200,35,1
CUST218,102,90,64,0
CUST219,135,90,53,1
CUST220,305,500,64,0
CUST221,240,600,39,0
CUST222,251,120,51,0
CUST223,334,25,64,1
CUST224,193,50,25,1
CUST225,356,100,57,1
CUST226,65,50,61,1
CUST227,83,100,36,0
CUST228,249,60,59,1
CUST229,65,90,58,0
CUST230,254,25,54,0
CUST231,363,150,23,1
CUST232,330,25,43,1
CUST233,4,600,51,1
CUST234,43,50,62,1
CUST235,336,1000,23,1
CUST236,249,25,54,1
CUST237,332,1000,50,1
CUST238,350,500,39,1
CUST239,197,1500,38,0
CUST240,330,300,23,1
CUST241,103,75,23,1
CUST242,245,25,21,0
CUST243,224,900,47,1
CUST244,24,100,28,0
CUST245,118,90,47,0
CUST246,257,50,48,1
CUST247,90,60,41,0
CUST248,299,900,26,0
CUST249,74,50,20,0
CUST250,71,50,48,0
CUST251,124,200,57,1
CUST252,242,300,54,0
CUST253,124,2000,53,1
CUST254,158,500,41,0
CUST255,269,30,48,0
CUST256,318,1000,23,0
CUST257,317,2000,19,0
CUST258,29,50,37,1
CUST259,146,200,45,1
CUST260,185,60,28,0
CUST261,150,50,21,0
CUST262,156,120,32,1
CUST263,127,60,23,0
CUST264,339,900,47,0
CUST265,22,900,55,0
CUST266,32,60,19,1
CUST267,36,90,32,1
CUST268,316,30,28,1
CUST269,335,2000,25,0
CUST270,160,300,43,0
CUST271,193,120,62,1
CUST272,311,100,61,1
CUST273,239,50,22,1
CUST274,268,1000,23,1
CUST275,269,1000,43,0
CUST276,92,100,21,1
CUST277,137,100,36,0
CUST278,295,100,37,1
CUST279,150,500,50,0
CUST280,273,1500,37,1
CUST281,224,2000,29,1
CUST282,130,200,64,1
CUST283,239,500,18,1
CUST284,328,200,43,0
CUST285,140,25,31,1
CUST286,85,50,55,0
CUST287,316,100,54,0
CUST288,341,120,28,0
CUST289,33,60,53,0
CUST290,90,600,30,1
CUST291,359,600,60,0
CUST292,319,1200,20,0
CUST293,245,90,50,0
CUST294,281,90,23,1
CUST295,158,900,27,1
CUST296,118,1200,22,1
CUST297,120,1000,40,1
CUST298,257,1200,27,0
CUST299,161,1000,61,0
CUST300,336,200,19,1
CUST301,282,120,30,0
CUST302,172,600,57,0
CUST303,365,90,19,0
CUST304,167,60,37,1
CUST305,231,30,18,1
CUST306,134,50,54,0
CUST307,220,50,26,1
CUST308,150,1200,34,1
CUST309,10,25,26,1
CUST310,82,25,28,1
CUST311,28,100,32,1
CUST312,117,120,41,0
CUST313,287,1500,55,1
CUST314,269,120,52,0
CUST315,215,60,47,0
CUST316,255,50,48,1
CUST317,337,90,22,0
CUST318,70,25,61,0
CUST319,89,500,31,0
CUST320,335,1200,28,1
CUST321,206,50,26,1
CUST322,337,500,51,0
CUST323,341,900,29,1
CUST324,67,150,52,1
CUST325,122,50,52,1
CUST326,109,75,18,1
CUST327,95,150,57,0
CUST328,286,100,39,0
CUST329,337,100,46,1
CUST330,106,200,25,1
CUST331,325,90,28,0
CUST332,271,1200,58,0
CUST333,331,1200,54,1
CUST334,62,900,31,0
CUST335,332,120,47,1
CUST336,21,150,52,1
CUST337,246,500,38,0
CUST338,160,100,54,0
CUST339,305,50,22,1
CUST340,75,1200,36,1
CUST341,240,200,31,0
CUST342,70,2000,43,1
CUST343,62,50,21,0
CUST344,346,30,42,1
CUST345,49,30,62,0
CUST346,325,1000,59,0
CUST347,152,25,42,0
CUST348,30,600,35,1
CUST349,68,50,57,1
CUST350,77,75,25,0
CUST351,99,90,56,1
CUST352,205,1000,57,0
CUST353,233,500,31,0
CUST354,262,200,49,1
CUST355,24,500,55,1
CUST356,206,1500,50,0
CUST357,244,75,40,1
CUST358,231,300,32,1
CUST359,164,50,50,0
CUST360,299,100,42,0
CUST361,23,1200,34,1
CUST362,36,25,50,0
CUST363,213,25,64,0
CUST364,132,500,19,1
CUST365,205,300,31,0
CUST366,329,100,57,0
CUST367,362,50,57,1
CUST368,132,1200,56,1
CUST369,48,1500,23,0
CUST370,78,60,23,0
CUST371,315,25,20,1
CUST372,329,1500,24,1
CUST373,91,600,25,1
CUST374,257,75,59,1
CUST375,107,50,32,0
CUST376,231,30,64,1
CUST377,299,200,46,1
CUST378,188,300,50,0
CUST379,331,25,47,1
CUST380,241,600,56,0
CUST381,177,100,44,1
CUST382,221,1000,53,1
CUST383,286,90,46,1
CUST384,142,500,55,0
CUST385,88,1500,50,0
CUST386,6,600,54,1
CUST387,212,30,44,0
CUST388,53,25,50,0
CUST389,32,50,21,0
CUST390,96,100,39,0
CUST391,362,50,19,0
CUST392,25,600,27,0
CUST393,83,1000,22,1
CUST394,213,500,27,1
CUST395,27,1000,50,0
CUST396,313,30,55,1
CUST397,298,25,30,1
CUST398,231,600,48,1
CUST399,307,60,64,1
CUST400,312,200,53,0
CUST401,83,300,62,1
CUST402,287,600,41,1
CUST403,227,600,32,0
CUST404,222,1000,46,0
CUST405,57,1200,25,1
CUST406,259,100,22,1
CUST407,191,900,46,1
CUST408,262,500,64,1
CUST409,15,900,21,1
CUST410,42,100,29,1
CUST411,231,200,62,0
CUST412,108,2000,19,1
CUST413,116,75,44,1
CUST414,238,100,48,0
CUST415,340,60,53,0
CUST416,319,2000,53,0
CUST417,42,900,43,0
CUST418,150,1000,60,1
CUST419,225,90,44,1
CUST420,344,2000,22,1
CUST421,365,1500,37,1
CUST422,196,90,28,1
CUST423,300,25,27,1
CUST424,40,1200,57,0
CUST425,232,120,55,1
CUST426,284,150,23,0
CUST427,140,25,25,0
CUST428,84,200,40,1
CUST429,5,50,64,0
CUST430,148,900,43,1
CUST431,79,1200,63,0
CUST432,362,1000,60,1
CUST433,309,200,29,0
CUST434,328,50,43,1
CUST435,13,900,30,1
CUST436,290,120,57,1
CUST437,87,1200,35,1
CUST438,348,30,42,1
CUST439,177,75,50,0
CUST440,68,600,64,0
CUST441,84,1200,57,0
CUST442,291,100,60,1
CUST443,146,600,29,0
CUST444,301,90,61,1
CUST445,345,300,53,1
CUST446,209,50,21,0
CUST447,180,2000,22,0
CUST448,346,60,54,1
CUST449,183,200,25,0
CUST450,259,50,59,1
CUST451,17,30,45,1
CUST452,239,1500,48,1
CUST453,25,1000,26,1
CUST454,314,25,46,1
CUST455,185,100,31,0
CUST456,80,60,57,0
CUST457,158,900,58,1
CUST458,49,100,39,1
CUST459,287,1200,28,0
CUST460,245,50,40,0
CUST461,283,1000,18,1
CUST462,276,1200,63,0
CUST463,155,1500,54,1
CUST464,354,600,38,0
CUST465,275,150,43,1
CUST466,196,100,63,0
CUST467,156,150,53,1
CUST468,24,25,40,0
CUST469,239,75,18,0
CUST470,230,1000,57,1
CUST471,285,150,32,0
CUST472,7,900,38,1
CUST473,311,50,64,0
CUST474,171,1500,26,1
CUST475,347,75,26,0
CUST476,126,2000,27,1
CUST477,253,120,43,0
CUST478,264,60,58,1
CUST479,131,1200,52,0
CUST480,187,2000,42,1
CUST481,210,1200,43,1
CUST482,250,1200,28,1
CUST483,252,30,55,0
CUST484,354,1200,19,1
CUST485,29,30,24,0
CUST486,268,25,35,1
CUST487,162,2000,44,0
CUST488,198,900,51,1
CUST489,224,30,44,0
CUST490,331,150,34,0
CUST491,224,900,60,1
CUST492,187,100,61,0
CUST493,38,50,41,0
CUST494,106,200,42,1
CUST495,162,60,24,0
CUST496,19,600,23,0
CUST497,92,120,41,0
CUST498,197,100,50,1
CUST499,352,60,46,0
CUST500,307,100,60,1
CUST501,233,60,39,0
CUST502,275,150,43,0
CUST503,69,2000,45,0
CUST504,231,150,38,1
CUST505,347,50,24,0
CUST506,311,1500,34,0
CUST507,61,1500,37,1
CUST508,144,600,58,0
CUST509,190,900,37,1
CUST510,206,200,39,1
CUST511,143,100,45,0
CUST512,56,25,57,1
CUST513,105,100,24,0
CUST514,307,300,18,1
CUST515,169,900,49,1
CUST516,71,100,30,0
CUST517,269,100,47,1
CUST518,236,30,40,1
CUST519,344,120,36,1
CUST520,4,100,49,1
CUST521,143,120,47,1
CUST522,366,1500,46,0
CUST523,100,300,62,1
CUST524,91,1200,46,0
CUST525,15,50,47,1
CUST526,23,100,33,0
CUST527,266,50,57,0
CUST528,180,60,36,1
CUST529,146,150,35,1
CUST530,331,120,18,1
CUST531,26,500,31,0
CUST532,197,120,64,1
CUST533,47,1500,19,0
CUST534,206,1000,45,0
CUST535,27,90,47,0
CUST536,303,120,55,1
CUST537,213,500,21,1
CUST538,107,150,18,0
CUST539,208,500,25,0
CUST540,25,900,46,1
CUST541,157,500,56,0
CUST542,199,50,20,1
CUST543,160,600,49,0
CUST544,10,25,27,1
CUST545,215,50,27,0
CUST546,83,200,36,1
CUST547,301,2000,63,0
CUST548,268,60,51,1
CUST549,151,100,50,1
CUST550,26,900,40,0
CUST551,172,900,45,0
CUST552,20,75,49,1
CUST553,277,1200,24,0
CUST554,51,150,46,1
CUST555,75,300,25,0
CUST556,212,50,18,1
CUST557,159,90,20,1
CUST558,86,25,41,1
CUST559,366,1200,40,1
CUST560,211,50,25,1
CUST561,220,2000,64,1
CUST562,259,50,54,0
CUST563,146,60,20,0
CUST564,70,100,50,0
CUST565,56,60,45,1
CUST566,31,30,64,1
CUST567,202,900,25,1
CUST568,128,300,51,1
CUST569,140,200,52,0
CUST570,140,500,49,0
CUST571,21,50,41,1
CUST572,257,2000,31,0
CUST573,105,60,49,0
CUST574,124,50,63,1
CUST575,280,100,60,0
CUST576,29,150,33,1
CUST577,323,2000,21,0
CUST578,221,120,54,1
CUST579,103,30,38,1
CUST580,27,1500,31,1
CUST581,42,60,48,1
CUST582,49,900,35,0
CUST583,195,100,24,1
CUST584,319,200,27,1
CUST585,246,25,24,1
CUST586,22,50,50,0
CUST587,208,1200,40,1
CUST588,251,60,38,0
CUST589,265,1000,36,1
CUST590,291,900,36,0
CUST591,354,100,53,0
CUST592,343,2000,46,1
CUST593,241,60,35,0
CUST594,123,600,19,1
CUST595,54,2000,18,1
CUST596,329,300,64,1
CUST597,133,1200,22,0
CUST598,154,120,37,0
CUST599,44,100,28,1
CUST600,72,1000,59,1
CUST601,267,30,19,0
CUST602,10,300,20,1
CUST603,170,90,40,1
CUST604,113,200,29,1
CUST605,162,1000,37,0
CUST606,242,50,22,0
CUST607,291,75,54,0
CUST608,31,1500,55,1
CUST609,14,100,47,1
CUST610,364,600,26,1
CUST611,312,1500,51,0
CUST612,149,500,61,1
CUST613,254,90,52,1
CUST614,276,1200,39,1
CUST615,10,100,61,1
CUST616,101,100,41,0
CUST617,129,30,34,0
CUST618,341,50,27,1
CUST619,81,100,47,0
CUST620,239,75,63,0
CUST621,304,1000,40,1
CUST622,133,75,49,1
CUST623,298,150,34,0
CUST624,129,900,34,1
CUST625,25,300,31,0
CUST626,95,2000,26,1
CUST627,80,50,57,0
CUST628,62,200,19,1
CUST629,204,50,62,0
CUST630,140,100,42,0
CUST631,53,90,56,0
CUST632,108,100,26,1
CUST633,148,120,39,0
CUST634,86,2000,60,0
CUST635,138,900,63,1
CUST636,285,1500,21,1
CUST637,123,600,43,0
CUST638,136,500,46,0
CUST639,234,200,62,1
CUST640,240,120,51,1
CUST641,40,300,40,1
CUST642,225,100,54,1
CUST643,100,90,28,1
CUST644,118,75,23,0
CUST645,46,120,35,1
CUST646,244,90,38,0
CUST647,226,1500,59,0
CUST648,141,1200,53,0
CUST649,327,600,58,1
CUST650,1,30,55,0
CUST651,220,150,51,0
CUST652,246,100,34,1
CUST653,227,75,54,0
CUST654,195,75,42,0
CUST655,203,500,55,1
CUST656,90,90,29,0
CUST657,325,25,40,0
CUST658,296,25,59,0
CUST659,289,30,39,1
CUST660,248,1000,38,1
CUST661,170,100,44,1
CUST662,11,1000,48,0
CUST663,288,1200,23,0
CUST664,5,2000,44,1
CUST665,257,50,57,0
CUST666,334,150,51,0
CUST667,154,500,29,1
CUST668,158,150,62,1
CUST669,197,1200,24,0
CUST670,89,30,27,0
CUST671,128,150,62,0
CUST672,154,100,34,1
CUST673,335,1500,43,1
CUST674,261,300,38,1
CUST675,151,60,45,1
CUST676,167,1500,63,0
CUST677,67,1500,19,1
CUST678,10,900,60,1
CUST679,356,90,18,1
CUST680,72,900,53,1
CUST681,172,60,43,1
CUST682,122,1200,46,0
CUST683,363,1000,38,0
CUST684,186,1000,28,1
CUST685,214,50,57,0
CUST686,167,200,28,1
CUST687,152,300,53,1
CUST688,91,100,56,0
CUST689,87,100,57,0
CUST690,58,900,52,1
CUST691,254,90,51,1
CUST692,117,100,64,1
CUST693,254,1500,41,0
CUST694,227,50,39,1
CUST695,143,150,22,1
CUST696,118,200,50,1
CUST697,352,500,53,0
CUST698,167,300,64,1
CUST699,194,120,37,1
CUST700,24,2000,36,0
CUST701,19,60,52,1
CUST702,159,600,60,1
CUST703,282,100,34,0
CUST704,127,90,62,1
CUST705,301,50,60,0
CUST706,48,100,51,0
CUST707,93,500,26,1
CUST708,353,900,43,1
CUST709,165,1000,19,1
CUST710,63,1500,26,1
CUST711,78,1500,26,0
CUST712,27,50,57,1
CUST713,353,75,34,0
CUST714,324,500,18,1
CUST715,37,100,42,1
CUST716,147,1200,60,1
CUST717,297,500,57,0
CUST718,130,75,59,1
CUST719,273,60,42,1
CUST720,341,1500,56,1
CUST721,233,500,52,1
CUST722,172,900,20,0
CUST723,199,200,54,1
CUST724,258,150,61,0
CUST725,134,300,61,0
CUST726,199,1200,47,0
CUST727,194,900,55,0
CUST728,172,150,51,0
CUST729,224,1200,29,0
CUST730,151,50,36,1
CUST731,237,2000,54,0
CUST732,325,1000,61,0
CUST733,126,30,34,0
CUST734,357,30,27,1
CUST735,90,2000,64,1
CUST736,340,100,29,0
CUST737,187,50,33,1
CUST738,252,100,41,0
CUST739,34,25,36,0
CUST740,331,200,25,1
CUST741,33,300,48,0
CUST742,346,2000,38,1
CUST743,351,2000,34,1
CUST744,240,25,40,0
CUST745,264,100,54,0
CUST746,356,90,33,1
CUST747,48,30,23,0
CUST748,288,150,25,0
CUST749,244,30,42,0
CUST750,302,75,35,1
CUST751,124,50,42,1
CUST752,24,100,29,0
CUST753,308,30,32,1
CUST754,78,100,43,1
CUST755,255,75,58,1
CUST756,128,1200,62,1
CUST757,8,1200,43,1
CUST758,235,100,64,0
CUST759,178,100,49,0
CUST760,281,500,27,0
CUST761,56,500,33,1
CUST762,56,50,24,1
CUST763,308,50,34,0
CUST764,283,25,40,1
CUST765,207,200,43,0
CUST766,311,900,38,0
CUST767,70,75,39,0
CUST768,353,75,24,1
CUST769,207,120,31,1
CUST770,72,50,32,0
CUST771,20,50,24,0
CUST772,174,30,26,0
CUST773,163,2000,25,0
CUST774,265,50,40,1
CUST775,328,100,46,1
CUST776,63,90,35,0
CUST777,13,150,48,0
CUST778,45,100,47,1
CUST779,242,1000,56,1
CUST780,314,50,52,0
CUST781,10,500,35,0
CUST782,212,900,59,0
CUST783,16,300,56,1
CUST784,59,500,34,1
CUST785,305,200,31,1
CUST786,77,100,48,0
CUST787,345,25,41,0
CUST788,189,900,52,1
CUST789,94,2000,61,1
CUST790,147,25,62,0
CUST791,28,25,51,1
CUST792,177,50,20,1
CUST793,331,30,54,0
CUST794,107,300,60,1
CUST795,35,300,57,0
CUST796,192,120,43,0
CUST797,360,75,40,0
CUST798,151,50,61,0
CUST799,116,100,56,0
CUST800,312,1200,32,0
CUST801,145,200,21,0
CUST802,181,30,46,1
CUST803,41,100,39,0
CUST804,131,30,42,0
CUST805,4,1500,30,1
CUST806,288,900,35,1
CUST807,144,200,50,1
CUST808,276,2000,33,0
CUST809,99,100,62,1
CUST810,33,100,59,0
CUST811,228,50,61,0
CUST812,51,75,19,0
CUST813,91,150,52,0
CUST814,119,500,59,1
CUST815,128,75,51,1
CUST816,143,1000,47,0
CUST817,63,200,30,0
CUST818,229,500,30,0
CUST819,201,100,35,1
CUST820,241,200,49,0
CUST821,322,300,49,0
CUST822,224,150,52,1
CUST823,136,100,56,1
CUST824,242,120,63,0
CUST825,129,25,46,1
CUST826,75,300,46,1
CUST827,54,900,61,0
CUST828,24,1200,33,1
CUST829,172,90,61,0
CUST830,194,150,64,1
CUST831,352,100,27,0
CUST832,113,2000,47,0
CUST833,200,200,42,0
CUST834,273,60,56,1
CUST835,117,200,37,0
CUST836,258,50,22,1
CUST837,185,90,18,0
CUST838,234,600,47,0
CUST839,192,1200,20,1
CUST840,223,50,62,0
CUST841,61,100,31,0
CUST842,7,600,47,1
CUST843,225,1500,21,0
CUST844,82,150,35,0
CUST845,361,500,54,0
CUST846,102,50,42,0
CUST847,269,1200,18,1
CUST848,323,75,63,1
CUST849,243,50,32,0
CUST850,158,1000,26,1
CUST851,116,50,32,0
CUST852,82,300,41,1
CUST853,243,1000,21,0
CUST854,13,50,29,0
CUST855,123,25,54,0
CUST856,36,120,54,0
CUST857,2,50,60,0
CUST858,115,100,23,0
CUST859,137,1500,56,1
CUST860,358,200,63,0
CUST861,319,90,41,1
CUST862,216,1200,28,0
CUST863,253,50,30,1
CUST864,159,500,51,1
CUST865,12,300,42,1
CUST866,242,50,24,0
CUST867,210,500,21,0
CUST868,27,300,25,1
CUST869,69,1500,37,0
CUST870,178,120,46,1
CUST871,124,60,62,0
CUST872,83,75,63,1
CUST873,95,100,27,1
CUST874,190,30,60,0
CUST875,149,2000,51,1
CUST876,85,120,43,0
CUST877,197,25,58,1
CUST878,186,30,20,1
CUST879,7,30,23,0
CUST880,134,1000,22,0
CUST881,228,300,22,0
CUST882,210,50,64,1
CUST883,238,500,40,0
CUST884,248,60,26,1
CUST885,305,120,52,1
CUST886,268,900,37,0
CUST887,205,100,59,0
CUST888,305,100,52,1
CUST889,92,50,35,1
CUST890,13,50,34,0
CUST891,272,900,41,0
CUST892,268,50,20,0
CUST893,256,50,49,0
CUST894,119,30,52,0
CUST895,225,120,55,1
CUST896,65,50,30,1
CUST897,98,100,64,1
CUST898,61,90,42,1
CUST899,222,600,26,0
CUST900,315,60,21,0
CUST901,267,30,31,0
CUST902,215,50,54,1
CUST903,250,200,51,1
CUST904,182,500,28,0
CUST905,275,300,58,0
CUST906,212,50,20,1
CUST907,359,25,45,1
CUST908,4,1200,46,0
CUST909,93,300,26,0
CUST910,302,150,20,1
CUST911,226,900,42,0
CUST912,343,150,51,0
CUST913,339,90,29,0
CUST914,83,500,59,1
CUST915,217,90,26,1
CUST916,9,50,32,1
CUST917,302,200,57,1
CUST918,40,90,42,1
CUST919,115,50,22,1
CUST920,314,75,28,1
CUST921,360,75,51,0
CUST922,73,50,41,0
CUST923,221,900,32,0
CUST924,126,100,55,0
CUST925,121,300,25,0
CUST926,141,30,22,0
CUST927,192,2000,43,0
CUST928,272,1200,35,1
CUST929,340,75,23,1
CUST930,237,200,54,0
CUST931,122,120,30,0
CUST932,308,100,45,1
CUST933,333,30,22,0
CUST934,161,500,30,0
CUST935,115,50,34,1
CUST936,329,200,57,0
CUST937,71,500,62,1
CUST938,44,200,49,0
CUST939,15,300,46,1
CUST940,339,30,20,1
CUST941,289,50,57,1
CUST942,290,1500,51,0
CUST943,78,1200,57,1
CUST944,211,50,44,0
CUST945,323,25,30,0
CUST946,239,2000,62,0
CUST947,306,300,50,0
CUST948,81,75,23,1
CUST949,153,50,41,1
CUST950,56,900,36,0
CUST951,61,100,33,0
CUST952,50,25,57,1
CUST953,251,90,45,0
CUST954,99,900,50,1
CUST955,172,25,58,0
CUST956,136,1500,30,0
CUST957,140,120,60,1
CUST958,214,50,62,0
CUST959,65,60,42,1
CUST960,147,60,59,0
CUST961,210,200,53,0
CUST962,75,60,44,0
CUST963,49,50,55,1
CUST964,336,900,24,0
CUST965,54,200,22,0
CUST966,316,1000,60,0
CUST967,260,25,62,0
CUST968,46,900,48,1
CUST969,258,900,40,1
CUST970,231,2000,59,0
CUST971,28,200,27,1
CUST972,325,100,49,0
CUST973,286,50,60,0
CUST974,244,30,47,0
CUST975,278,200,56,1
CUST976,84,600,48,1
CUST977,328,75,35,1
CUST978,286,150,53,1
CUST979,365,25,19,1
CUST980,157,75,31,1
CUST981,136,60,30,1
CUST982,14,90,46,1
CUST983,62,300,29,1
CUST984,126,500,56,0
CUST985,217,50,19,1
CUST986,350,1000,49,1
CUST987,248,900,30,1
CUST988,219,75,63,1
CUST989,5,25,44,1
CUST990,222,1000,58,1
CUST991,7,100,34,1
CUST992,134,60,57,1
CUST993,330,150,48,1
CUST994,15,1000,51,1
CUST995,247,30,41,1
CUST996,231,50,62,0
CUST997,46,90,52,0
CUST998,65,100,23,1
CUST999,28,150,36,1
